"INDEX","CROSS","SITE","EFF","SE","TRAIT"
676,"add2","KBSM",3.83159233429986,0.90771993398782,"K39"
676,"add2","PKLE",2.41456252515387,0.900040311040532,"K39"
676,"dom","CLMB",-0.945024791557562,1.0573934118208,"K39"
676,"dom","KBSM",-1.07662630597466,0.909735898610314,"K39"
676,"dom","PKLE",2.1268073773526,0.900071341438163,"K39"
695,"add","CLMB",0.345425395120106,1.02956945276008,"K39"
695,"add","KBSM",-3.58952871111271,0.901199372977876,"K39"
695,"add","PKLE",-0.28050513403367,0.892653856864365,"K39"
695,"add2","CLMB",-0.705903116415913,1.05569376686922,"K39"
695,"add2","KBSM",-3.19347373387017,0.927634493952537,"K39"
695,"add2","PKLE",0.513832217630997,0.924933157954521,"K39"
695,"dom","CLMB",NA,NA,"K39"
695,"dom","KBSM",NA,NA,"K39"
695,"dom","PKLE",NA,NA,"K39"
81,"add","CLMB",-12.2542132965539,8.47891548098328,"Mg26"
81,"add","KBSM",14.0525133442491,10.2411854470079,"Mg26"
81,"add","PKLE",49.949362360193,12.2596055389019,"Mg26"
81,"add2","CLMB",-0.788901556893942,8.5590159620323,"Mg26"
81,"add2","KBSM",-37.2208868223646,10.2687096122049,"Mg26"
81,"add2","PKLE",-14.1775391051016,12.2989412738634,"Mg26"
81,"dom","CLMB",10.5710589899274,8.52509659765071,"Mg26"
81,"dom","KBSM",-24.4660033928275,10.2816682681332,"Mg26"
81,"dom","PKLE",-29.8939088393006,12.330302637955,"Mg26"
122,"add","CLMB",-16.3544890526242,8.74737013713905,"Mg26"
122,"add","KBSM",-33.6129801974261,10.4458106189323,"Mg26"
122,"add","PKLE",-4.15356719477998,12.6353146415199,"Mg26"
122,"add2","CLMB",-11.7813298646533,8.78904478877945,"Mg26"
122,"add2","KBSM",-47.7528321970982,10.4626342375655,"Mg26"
122,"add2","PKLE",2.50990917138876,12.6715065318471,"Mg26"
122,"dom","CLMB",NA,NA,"Mg26"
122,"dom","KBSM",NA,NA,"Mg26"
122,"dom","PKLE",NA,NA,"Mg26"
633,"add","CLMB",7.54336955784817,8.5208288751771,"Mg26"
633,"add","KBSM",-42.3035590211822,10.2527748380697,"Mg26"
633,"add","PKLE",-0.655350926453928,12.3256932292664,"Mg26"
633,"add2","CLMB",-44.6366462057737,8.54813616384912,"Mg26"
633,"add2","KBSM",-73.0403157662969,10.2665328906676,"Mg26"
633,"add2","PKLE",-36.9535411725561,12.3748358827141,"Mg26"
633,"dom","CLMB",NA,NA,"Mg26"
633,"dom","KBSM",NA,NA,"Mg26"
633,"dom","PKLE",NA,NA,"Mg26"
134,"add","CLMB",1.76884570859495,0.903007707691279,"Mn55"
134,"add","KBSM",2.68908058890655,0.565834212376844,"Mn55"
134,"add","PKLE",1.36652036361693,0.328313331967589,"Mn55"
134,"add2","CLMB",-2.56334266195666,0.905268066168865,"Mn55"
134,"add2","KBSM",1.00431205908801,0.567277134475189,"Mn55"
134,"add2","PKLE",0.952966934998244,0.328560020663565,"Mn55"
134,"dom","CLMB",NA,NA,"Mn55"
134,"dom","KBSM",NA,NA,"Mn55"
134,"dom","PKLE",NA,NA,"Mn55"
256,"add","CLMB",-1.57218819857505,0.90858481969125,"Mn55"
256,"add","KBSM",2.14244938272087,0.569284142519413,"Mn55"
256,"add","PKLE",0.571242759620155,0.331068255166675,"Mn55"
256,"add2","CLMB",-2.98196971990029,0.909535121835482,"Mn55"
256,"add2","KBSM",0.850889181344154,0.569850881623,"Mn55"
256,"add2","PKLE",-0.196888341460298,0.331983872027282,"Mn55"
256,"dom","CLMB",NA,NA,"Mn55"
256,"dom","KBSM",NA,NA,"Mn55"
256,"dom","PKLE",NA,NA,"Mn55"
634,"add","CLMB",0.42457359367726,0.300306740954507,"Mn55"
634,"add","KBSM",0.42457359367726,0.300306740954507,"Mn55"
634,"add","PKLE",0.42457359367726,0.300306740954507,"Mn55"
634,"add2","CLMB",-1.55140392170044,0.298927259848498,"Mn55"
634,"add2","KBSM",-1.55140392170044,0.298927259848498,"Mn55"
634,"add2","PKLE",-1.55140392170044,0.298927259848498,"Mn55"
634,"dom","CLMB",NA,NA,"Mn55"
634,"dom","KBSM",NA,NA,"Mn55"
634,"dom","PKLE",NA,NA,"Mn55"
388,"add","CLMB",-0.00294111862414272,0.000772008823506995,"Mo98"
388,"add","KBSM",-0.00137112902520791,0.000370999932098108,"Mo98"
388,"add","PKLE",-0.00186386043579696,0.000841520769787614,"Mo98"
388,"add2","CLMB",-0.00178688339793907,0.000771226377703218,"Mo98"
388,"add2","KBSM",0.000920537160719518,0.00036913022177132,"Mo98"
388,"add2","PKLE",0.000511038451118773,0.000835987964275865,"Mo98"
700,"add","CLMB",0.00429412907200192,0.000759987680119507,"Mo98"
700,"add","KBSM",0.000846116618591984,0.000364770981021376,"Mo98"
700,"add","PKLE",-0.00329137056653862,0.000825808475956097,"Mo98"
700,"add2","CLMB",-0.0023489108630819,0.000763461304386679,"Mo98"
700,"add2","KBSM",-0.00141088859903695,0.000365808241753048,"Mo98"
700,"add2","PKLE",-0.00314748832450749,0.000829254418130164,"Mo98"
386,"add","CLMB",-7.16565718729806,0.752433785581399,"Na23"
386,"add","KBSM",-1.57954323882881,0.354401191313351,"Na23"
386,"add","PKLE",-3.10391551082539,1.23849585310981,"Na23"
386,"add2","CLMB",-10.3159732792869,0.754500420048611,"Na23"
386,"add2","KBSM",-2.00228387339654,0.354861758456024,"Na23"
386,"add2","PKLE",-3.6722810252644,1.2425301049422,"Na23"
386,"dom","CLMB",4.77757384299372,0.756222425359492,"Na23"
386,"dom","KBSM",0.734615272360933,0.355294348004499,"Na23"
386,"dom","PKLE",2.45047899428911,1.24324052030916,"Na23"
433,"add","CLMB",2.00929550858879,0.742928935536511,"Na23"
433,"add","KBSM",0.777619713843284,0.351030743589734,"Na23"
433,"add","PKLE",-1.8730060647692,1.22176820009357,"Na23"
433,"add2","CLMB",-9.40527743351631,0.744349496047927,"Na23"
433,"add2","KBSM",-2.35070897002925,0.351627825686618,"Na23"
433,"add2","PKLE",-2.26603030954299,1.22472419203256,"Na23"
433,"dom","CLMB",NA,NA,"Na23"
433,"dom","KBSM",NA,NA,"Na23"
433,"dom","PKLE",NA,NA,"Na23"
168,"add","CLMB",10.6112283366682,6.30831579804146,"P31"
168,"add","KBSM",-3.92194265459958,3.36697522559445,"P31"
168,"add","PKLE",21.7123591389065,3.70744526197032,"P31"
168,"add2","CLMB",19.3615355577442,6.41708313671394,"P31"
168,"add2","KBSM",3.29180929510779,3.45697420137258,"P31"
168,"add2","PKLE",22.3303121532597,3.80006200229553,"P31"
168,"dom","CLMB",NA,NA,"P31"
168,"dom","KBSM",NA,NA,"P31"
168,"dom","PKLE",NA,NA,"P31"
195,"add","CLMB",6.29011701777886,6.18071854468008,"P31"
195,"add","KBSM",7.80823394650398,3.28987710494274,"P31"
195,"add","PKLE",24.5641402266426,3.63934036136287,"P31"
195,"add2","CLMB",-5.81399581234924,6.25249065302677,"P31"
195,"add2","KBSM",7.33281264023672,3.35794670091848,"P31"
195,"add2","PKLE",18.0477563412322,3.68713217868389,"P31"
195,"dom","CLMB",NA,NA,"P31"
195,"dom","KBSM",NA,NA,"P31"
195,"dom","PKLE",NA,NA,"P31"
258,"add","CLMB",15.0978122760643,6.25585532111112,"P31"
258,"add","KBSM",4.52524018147162,3.30485713809991,"P31"
258,"add","PKLE",8.2384614618346,3.65396670412062,"P31"
258,"add2","CLMB",-25.1168010253862,6.29531632923562,"P31"
258,"add2","KBSM",5.65571510433889,3.32522363786176,"P31"
258,"add2","PKLE",-5.97394743196689,3.67531658609058,"P31"
258,"dom","CLMB",NA,NA,"P31"
258,"dom","KBSM",NA,NA,"P31"
258,"dom","PKLE",NA,NA,"P31"
294,"add","CLMB",-12.1159718078158,6.31240136673989,"P31"
294,"add","KBSM",-7.23650746996468,3.35189112494327,"P31"
294,"add","PKLE",-7.8058919063397,3.68544699853191,"P31"
294,"add2","CLMB",-22.6484408470928,6.69216026024032,"P31"
294,"add2","KBSM",-12.3903397665984,3.6023071126786,"P31"
294,"add2","PKLE",4.71264151211246,3.97303599348014,"P31"
294,"dom","CLMB",19.8932694127533,6.30151129810152,"P31"
294,"dom","KBSM",4.90764553853895,3.33064331982614,"P31"
294,"dom","PKLE",-1.92907697162366,3.660394094976,"P31"
316,"add","CLMB",-1.57949579694151,6.28119739056169,"P31"
316,"add","KBSM",3.87736771141038,3.34087458076282,"P31"
316,"add","PKLE",-17.6488666491022,3.68800957152661,"P31"
316,"add2","CLMB",14.6628199648578,6.76438803922521,"P31"
316,"add2","KBSM",3.01770051032529,3.64693496150588,"P31"
316,"add2","PKLE",-1.9629715727238,4.02366409066602,"P31"
316,"dom","CLMB",NA,NA,"P31"
316,"dom","KBSM",NA,NA,"P31"
316,"dom","PKLE",NA,NA,"P31"
149,"add","CLMB",0.0377717711659871,0.0274306090111633,"Rb85"
149,"add","KBSM",-0.0283211219584725,0.0214113374135779,"Rb85"
149,"add","PKLE",0.0688545318203,0.0281985176447474,"Rb85"
149,"add2","CLMB",-0.119365159046403,0.0410923101158411,"Rb85"
149,"add2","KBSM",-0.0488583434762708,0.0311140127543937,"Rb85"
149,"add2","PKLE",-0.017098794587118,0.0405388148500929,"Rb85"
149,"dom","CLMB",-0.082632079378035,0.0252143273284249,"Rb85"
149,"dom","KBSM",0.0393099761102987,0.0194185377462215,"Rb85"
149,"dom","PKLE",-0.00406604407400943,0.0256972603282918,"Rb85"
165,"add","CLMB",-0.0383810500334824,0.0270506836540782,"Rb85"
165,"add","KBSM",-0.0524038472080286,0.0211856460466966,"Rb85"
165,"add","PKLE",0.0708867332964698,0.0280181204957047,"Rb85"
165,"add2","CLMB",0.107101636500631,0.0416427397677635,"Rb85"
165,"add2","KBSM",0.00731187242995955,0.0317037215051458,"Rb85"
165,"add2","PKLE",0.0911281320642119,0.0412674588114301,"Rb85"
165,"dom","CLMB",NA,NA,"Rb85"
165,"dom","KBSM",NA,NA,"Rb85"
165,"dom","PKLE",NA,NA,"Rb85"
408,"add","CLMB",-0.0978375979579784,0.0276370594828654,"Rb85"
408,"add","KBSM",0.0552291414064521,0.0212350781727072,"Rb85"
408,"add","PKLE",0.0242850537112014,0.0282584186472764,"Rb85"
408,"add2","CLMB",0.000607554902227694,0.0277641575962345,"Rb85"
408,"add2","KBSM",0.0188570013092141,0.02129393242463,"Rb85"
408,"add2","PKLE",-0.0161465248277973,0.0283124026806578,"Rb85"
408,"dom","CLMB",NA,NA,"Rb85"
408,"dom","KBSM",NA,NA,"Rb85"
408,"dom","PKLE",NA,NA,"Rb85"
601,"add","CLMB",0.0683520275683796,0.0248488853031955,"Rb85"
601,"add","KBSM",-0.0332369944215355,0.019301440012349,"Rb85"
601,"add","PKLE",0.0862861393364577,0.0254683000617057,"Rb85"
601,"add2","CLMB",0.0467794066414232,0.0249500073869786,"Rb85"
601,"add2","KBSM",-0.0580309625603186,0.0194564902696964,"Rb85"
601,"add2","PKLE",0.0145184884042208,0.02552963432073,"Rb85"
601,"dom","CLMB",NA,NA,"Rb85"
601,"dom","KBSM",NA,NA,"Rb85"
601,"dom","PKLE",NA,NA,"Rb85"
690,"add","CLMB",-0.0409613024157983,0.0256521804349776,"Rb85"
690,"add","KBSM",-0.0173990133367697,0.0204071089185147,"Rb85"
690,"add","PKLE",0.0542224668726754,0.0262973939538784,"Rb85"
690,"add2","CLMB",-0.0404439991845941,0.0255293763482029,"Rb85"
690,"add2","KBSM",-0.100988751327611,0.0201438404718211,"Rb85"
690,"add2","PKLE",-0.0234314067973129,0.02624218102066,"Rb85"
690,"dom","CLMB",NA,NA,"Rb85"
690,"dom","KBSM",NA,NA,"Rb85"
690,"dom","PKLE",NA,NA,"Rb85"
94,"add","CLMB",-0.126908211016782,0.0725106974266873,"Sr88"
94,"add","KBSM",-0.0126458353235297,0.0387031729303371,"Sr88"
94,"add","PKLE",0.220284953842554,0.0673943659774799,"Sr88"
94,"add2","CLMB",0.0631997081527161,0.0727316780193187,"Sr88"
94,"add2","KBSM",-0.0701171284217118,0.0387822369532656,"Sr88"
94,"add2","PKLE",0.199247975265545,0.0679728944494406,"Sr88"
94,"dom","CLMB",NA,NA,"Sr88"
94,"dom","KBSM",NA,NA,"Sr88"
94,"dom","PKLE",NA,NA,"Sr88"
145,"add","CLMB",0.0432795543126659,0.0722493951798894,"Sr88"
145,"add","KBSM",-0.0300624441839054,0.0386183793820362,"Sr88"
145,"add","PKLE",0.0956206231300457,0.0673284105131743,"Sr88"
145,"add2","CLMB",0.227843680561152,0.0727215806396992,"Sr88"
145,"add2","KBSM",0.0568753995512616,0.0384598559596747,"Sr88"
145,"add2","PKLE",0.293678022111666,0.0677902415568413,"Sr88"
145,"dom","CLMB",NA,NA,"Sr88"
145,"dom","KBSM",NA,NA,"Sr88"
145,"dom","PKLE",NA,NA,"Sr88"
546,"add","CLMB",-0.0411948095662406,0.0734336664536402,"Sr88"
546,"add","KBSM",0.0258614738740871,0.0391612091608759,"Sr88"
546,"add","PKLE",-0.0755334710191905,0.0689738818212623,"Sr88"
546,"add2","CLMB",0.458342177180456,0.0734991498330571,"Sr88"
546,"add2","KBSM",0.131015590994239,0.0391203090756148,"Sr88"
546,"add2","PKLE",0.084634606107222,0.0692726487198707,"Sr88"
546,"dom","CLMB",0.114707663204697,0.0742487837894528,"Sr88"
546,"dom","KBSM",0.0052482632519253,0.039521154424277,"Sr88"
546,"dom","PKLE",0.173473816622552,0.0693738109250138,"Sr88"
556,"add","CLMB",0.248967303279596,0.0726994497171108,"Sr88"
556,"add","KBSM",0.0390712186047462,0.0387175921692298,"Sr88"
556,"add","PKLE",0.149110199647136,0.0679094609946003,"Sr88"
556,"add2","CLMB",-0.0922315901989603,0.0730682975665683,"Sr88"
556,"add2","KBSM",0.0392369734215397,0.0389721568439549,"Sr88"
556,"add2","PKLE",0.145073158995174,0.0683394736324572,"Sr88"
556,"dom","CLMB",NA,NA,"Sr88"
556,"dom","KBSM",NA,NA,"Sr88"
556,"dom","PKLE",NA,NA,"Sr88"
599,"add","CLMB",0.11231492916827,0.0722283617682604,"Sr88"
599,"add","KBSM",0.107647671712134,0.038449807555656,"Sr88"
599,"add","PKLE",-0.0288189830669523,0.0674098808339683,"Sr88"
599,"add2","CLMB",-0.439454698263613,0.0725144883674242,"Sr88"
599,"add2","KBSM",-0.163884372377867,0.0385255739870773,"Sr88"
599,"add2","PKLE",-0.245419922639286,0.067712760424751,"Sr88"
599,"dom","CLMB",NA,NA,"Sr88"
599,"dom","KBSM",NA,NA,"Sr88"
599,"dom","PKLE",NA,NA,"Sr88"
661,"add","CLMB",0.592076768058392,0.0739108937348822,"Sr88"
661,"add","KBSM",0.23191666015148,0.0403671648539764,"Sr88"
661,"add","PKLE",0.298814656013924,0.0690889903615384,"Sr88"
661,"add2","CLMB",-0.198984557696712,0.0778632311141368,"Sr88"
661,"add2","KBSM",-0.0854759721490213,0.0483031812336079,"Sr88"
661,"add2","PKLE",-0.135585503750169,0.073617896923385,"Sr88"
661,"dom","CLMB",NA,NA,"Sr88"
661,"dom","KBSM",NA,NA,"Sr88"
661,"dom","PKLE",NA,NA,"Sr88"
704,"add","CLMB",0.0848562057070429,0.072433881073818,"Sr88"
704,"add","KBSM",0.188282567503044,0.0386269369184941,"Sr88"
704,"add","PKLE",0.150330035873833,0.067781394380603,"Sr88"
704,"add2","CLMB",-0.143186316288959,0.0733508266950155,"Sr88"
704,"add2","KBSM",0.0267657830903759,0.0390551477958947,"Sr88"
704,"add2","PKLE",0.00114351121669257,0.0686906215311307,"Sr88"
704,"dom","CLMB",0.0745195151918506,0.072976804488784,"Sr88"
704,"dom","KBSM",0.0127515460055078,0.038976217332053,"Sr88"
704,"dom","PKLE",0.260836670040477,0.0684877532709534,"Sr88"
145,"add","CLMB",0.237341292061181,0.191858251286217,"Zn66"
145,"add","KBSM",-0.0449472008672714,0.170125681651702,"Zn66"
145,"add","PKLE",0.838999355224814,0.270952490815702,"Zn66"
145,"add2","CLMB",-0.199481715831484,0.192304872781108,"Zn66"
145,"add2","KBSM",-0.681157903382179,0.170402493100562,"Zn66"
145,"add2","PKLE",0.288363188276342,0.270720989562638,"Zn66"
145,"dom","CLMB",-0.649303321882246,0.192029248429063,"Zn66"
145,"dom","KBSM",0.258187002874191,0.170234093461445,"Zn66"
145,"dom","PKLE",0.177322175909056,0.270779865299311,"Zn66"
200,"add","CLMB",-0.0854064669450169,0.191790921424158,"Zn66"
200,"add","KBSM",-0.295385375082707,0.170428059128563,"Zn66"
200,"add","PKLE",-1.0600658003402,0.27077555370341,"Zn66"
200,"add2","CLMB",-0.596770764645024,0.19264034785214,"Zn66"
200,"add2","KBSM",0.358516192329622,0.171269367572987,"Zn66"
200,"add2","PKLE",0.282704217722981,0.272137109562911,"Zn66"
200,"dom","CLMB",NA,NA,"Zn66"
200,"dom","KBSM",NA,NA,"Zn66"
200,"dom","PKLE",NA,NA,"Zn66"
